time,leek_price,onion__price,onion_whole_price,leek_whole_price,mt,mlt,mht,mm,dmm,ms,rh,sun,solar,g_onion_area,g_onion_output,onion_area,onion_output,barley_area,barley_output,total.cpi,b.cpi,vege.cpi,g.onion.cpi,onion.cpi,disel.cpi,onion_export,onion_import,onion_exp.amo,onion_imp.amo,leek_export,leek_import,leek_exp.amo,leek_imp.amo,seasonal,20ago_sea,60ago_sea,120ago_sea,240ago_sea,trend,20ago_tre,60ago_tre,120ago_tre,240ago_tre,remainder,1ago_rem,2ago_rem,3ago_rem,4ago_rem,5ago_rem,6ago_rem,7ago_rem,8ago_rem,9ago_rem,10ago_rem,11ago_rem,12ago_rem,13ago_rem,14ago_rem,15ago_rem,16ago_rem,17ago_rem,18ago_rem,19ago_rem,20ago_rem,40ago_rem,60ago_rem,120ago_rem,240ago_rem
2008-12-23,1200,1300,900,900,-0.1,4.8,-4.4,0.1,1.6,1.9,66,6.7,8.64,12591,356286,17751,1213375,31922,150949,86.837,87.834,68.127,55.078,82.75,108.777,0,1558,0,447,0,23,0,10,-14.47248916,-2.922095109,33.92850491,-129.1317875,3.315460144,1145.570181,1110.773763,1123.867019,1259.139828,1492.648442,68.90230844,95.79263118,91.53418882,201.9044787,206.364479,54.04162011,-4.455559795,-87.00043239,-56.54910844,-52.62744226,44.00850963,-53.02220515,-68.29101517,-86.75030137,-99.87625424,-81.04982616,-76.22339808,118.3649348,103.5723152,87.58450952,92.14833245,-129.8378762,-157.795524,-130.0080408,204.0360977
2008-12-24,1200,1300,1000,800,2.2,6.9,-2.4,0,3,1.6,71,1.5,5.16,12591,356286,17751,1213375,31922,150949,86.837,87.834,68.127,55.078,82.75,108.777,0,1558,0,447,0,23,0,10,-6.272595711,-0.09809308,54.90934268,-136.0683287,-13.74008771,1147.310002,1112.513584,1123.43089,1256.370919,1492.511637,58.96259409,68.90230844,95.79263118,91.53418882,201.9044787,206.364479,54.04162011,-4.455559795,-87.00043239,-56.54910844,-52.62744226,44.00850963,-53.02220515,-68.29101517,-86.75030137,-99.87625424,-81.04982616,-76.22339808,118.3649348,103.5723152,87.58450952,-136.9425294,-178.3402329,-120.3025903,221.2284505
2008-12-26,1200,1300,1000,900,-3,1.8,-6.9,0,1.7,2.8,41,8.5,10.91,12591,356286,17751,1213375,31922,150949,86.837,87.834,68.127,55.078,82.75,108.777,0,1558,0,447,0,23,0,10,0.820524853,-17.82571968,58.32257536,-122.0912547,-10.50990289,1149.049823,1114.253404,1122.994761,1253.60201,1492.374832,50.12965263,58.96259409,68.90230844,95.79263118,91.53418882,201.9044787,206.364479,54.04162011,-4.455559795,-87.00043239,-56.54910844,-52.62744226,44.00850963,-53.02220515,-68.29101517,-86.75030137,-99.87625424,-81.04982616,-76.22339808,118.3649348,103.5723152,-131.3231037,-181.3173367,-331.5107551,218.1350707
2008-12-29,1400,1300,1000,900,3.1,6.7,-0.1,0.1,0.5,2.4,63,2.4,4.27,12591,356286,17751,1213375,31922,150949,86.837,87.834,68.127,55.078,82.75,108.777,0,1558,0,447,0,23,0,10,4.587103142,-34.35816012,27.9517225,-132.5903044,-34.46544025,1150.789643,1115.993225,1122.558632,1250.8331,1492.238027,244.6232534,50.12965263,58.96259409,68.90230844,95.79263118,91.53418882,201.9044787,206.364479,54.04162011,-4.455559795,-87.00043239,-56.54910844,-52.62744226,44.00850963,-53.02220515,-68.29101517,-86.75030137,-99.87625424,-81.04982616,-76.22339808,118.3649348,-144.8887179,-150.5103549,-318.2427961,242.2274131
2008-12-30,1400,1300,1000,900,-0.5,3.2,-4.1,0.4,6.5,3.6,56,5.9,8.26,12591,356286,17751,1213375,31922,150949,86.837,87.834,68.127,55.078,82.75,108.777,0,1558,0,447,0,23,0,10,-9.932032855,-41.50964818,44.36923755,-125.3794987,-30.33800289,1152.529464,1117.733046,1122.122504,1248.064191,1492.101222,257.4025685,244.6232534,50.12965263,58.96259409,68.90230844,95.79263118,91.53418882,201.9044787,206.364479,54.04162011,-4.455559795,-87.00043239,-56.54910844,-52.62744226,44.00850963,-53.02220515,-68.29101517,-86.75030137,-99.87625424,-81.04982616,-76.22339808,-158.9828915,-166.4917411,-322.6846925,238.2367807
2008-12-31,1500,1300,1050,900,-3.4,1.1,-7.1,0.5,12,2.9,56,7.1,9.51,12591,356286,17751,1213375,31922,150949,86.837,87.834,68.127,55.078,82.75,108.777,0,1558,0,447,0,23,0,10,-16.54640695,-38.42304101,54.12008594,-114.175249,-25.84267146,1154.269285,1119.472867,1121.686375,1245.295282,1491.964417,362.2771217,257.4025685,244.6232534,50.12965263,58.96259409,68.90230844,95.79263118,91.53418882,201.9044787,206.364479,54.04162011,-4.455559795,-87.00043239,-56.54910844,-52.62744226,44.00850963,-53.02220515,-68.29101517,-86.75030137,-99.87625424,-81.04982616,-148.6008748,-175.8064605,-331.1200329,233.8782543
2009-01-02,1500,1300,1050,1000,-2.4,4.5,-7.7,0,1.4,2.1,56,8.6,10.89,12821,367936,15392,1035076,34409,158138,86.837,88.068,71.585,56.58,92.388,100.084,0,4576,0,1462,0.1,49,0,24,-28.49411437,-21.33643383,24.29950575,-105.5566708,-40.51444457,1156.009106,1121.212688,1121.250246,1242.526373,1491.827612,372.4850082,362.2771217,257.4025685,244.6232534,50.12965263,58.96259409,68.90230844,95.79263118,91.53418882,201.9044787,206.364479,54.04162011,-4.455559795,-87.00043239,-56.54910844,-52.62744226,44.00850963,-53.02220515,-68.29101517,-86.75030137,-99.87625424,-130.4093342,-145.5497515,-336.9697018,248.6868324
2009-01-05,1500,1300,1050,1000,-0.4,5.1,-4.8,0,14.2,2.2,60,5.6,7.46,12821,367936,15392,1035076,34409,158138,86.837,88.068,71.585,56.58,92.388,100.084,0,4576,0,1462,0.1,49,0,24,-39.06086942,-36.20220761,24.05035414,-101.6523782,-53.23808666,1157.748927,1122.952509,1120.814117,1239.757463,1491.690807,381.3119424,372.4850082,362.2771217,257.4025685,244.6232534,50.12965263,58.96259409,68.90230844,95.79263118,91.53418882,201.9044787,206.364479,54.04162011,-4.455559795,-87.00043239,-56.54910844,-52.62744226,44.00850963,-53.02220515,-68.29101517,-86.75030137,-310.3606507,-144.8644709,-338.1050851,261.5472795
2009-01-06,1500,1300,1050,1000,-1,5.2,-6.7,0,0.5,1.4,58,6.2,8.71,12821,367936,15392,1035076,34409,158138,86.837,88.068,71.585,56.58,92.388,100.084,0,4576,0,1462,0.1,49,0,24,0.56285173,-56.40131471,17.46786919,-95.93856191,-70.11810191,1159.488748,1124.69233,1120.377988,1236.988554,1491.554002,339.9484003,381.3119424,372.4850082,362.2771217,257.4025685,244.6232534,50.12965263,58.96259409,68.90230844,95.79263118,91.53418882,201.9044787,206.364479,54.04162011,-4.455559795,-87.00043239,-56.54910844,-52.62744226,44.00850963,-53.02220515,-68.29101517,-319.5024435,-137.8458571,-341.0499921,278.5640997
2009-01-07,1500,1300,1000,900,-0.4,6.3,-5.2,0,10,1.7,53,7.9,9.7,12821,367936,15392,1035076,34409,158138,86.837,88.068,71.585,56.58,92.388,100.084,0,4576,0,1462,0.1,49,0,24,88.28181097,-73.40994563,1.980622336,-96.36760273,-84.76002193,1161.228569,1126.432151,1119.941859,1234.219645,1491.417197,250.4896202,339.9484003,381.3119424,372.4850082,362.2771217,257.4025685,244.6232534,50.12965263,58.96259409,68.90230844,95.79263118,91.53418882,201.9044787,206.364479,54.04162011,-4.455559795,-87.00043239,-56.54910844,-52.62744226,44.00850963,-53.02220515,-299.9299505,-121.9224813,-137.852042,293.3428247
2009-01-08,1500,1300,1000,800,-0.8,6.3,-6.2,0,33,1.8,53,6.6,8.83,12821,367936,15392,1035076,34409,158138,86.837,88.068,71.585,56.58,92.388,100.084,0,4576,0,1462,0.1,49,0,24,94.71505593,-72.18048131,1.731470721,-106.7966435,-94.64003718,1162.96839,1128.171972,1119.50573,1231.450735,1491.280392,242.3165543,250.4896202,339.9484003,381.3119424,372.4850082,362.2771217,257.4025685,244.6232534,50.12965263,58.96259409,68.90230844,95.79263118,91.53418882,201.9044787,206.364479,54.04162011,-4.455559795,-87.00043239,-56.54910844,-52.62744226,44.00850963,-334.9765051,-121.2372008,-324.6540919,303.359645
2009-01-09,1500,1300,1000,900,-1.8,2.9,-6,0.1,14.7,2.8,52,5.4,7.71,12821,367936,15392,1035076,34409,158138,86.837,88.068,71.585,56.58,92.388,100.084,0,4576,0,1462,0.1,49,0,24,75.43401517,-77.28435033,3.720414344,-87.03520816,-100.2343382,1164.708211,1129.911793,1119.069601,1228.681826,1491.143587,259.8577742,242.3165543,250.4896202,339.9484003,381.3119424,372.4850082,362.2771217,257.4025685,244.6232534,50.12965263,58.96259409,68.90230844,95.79263118,91.53418882,201.9044787,206.364479,54.04162011,-4.455559795,-87.00043239,-56.54910844,-52.62744226,-168.6897264,-122.7900155,-341.646618,309.0907509
2009-01-12,1500,1300,1000,900,-4.7,-0.8,-8.1,0.4,16.4,4.2,55,6.3,9.6,12821,367936,15392,1035076,34409,158138,86.837,88.068,71.585,56.58,92.388,100.084,0,4576,0,1462,0.1,49,0,24,39.48630774,-75.10250506,5.85221511,-75.27377279,-132.8286391,1166.448032,1131.651613,1118.633472,1225.912917,1491.006782,294.0656607,259.8577742,242.3165543,250.4896202,339.9484003,381.3119424,372.4850082,362.2771217,257.4025685,244.6232534,50.12965263,58.96259409,68.90230844,95.79263118,91.53418882,201.9044787,206.364479,54.04162011,-4.455559795,-87.00043239,-56.54910844,-194.9743763,-124.4856874,-350.6391441,341.8218569
2009-01-13,1500,1500,1000,900,-3.8,1.2,-8.6,0.1,5.4,2.7,54,8.1,11.32,12821,367936,15392,1035076,34409,158138,86.837,88.068,71.585,56.58,92.388,100.084,0,4576,0,1462,0.1,49,0,24,20.24412856,-46.39100201,15.26973016,-108.8456707,-134.7562734,1168.187852,1133.391434,1118.197343,1223.144008,1490.869977,311.568019,294.0656607,259.8577742,242.3165543,250.4896202,339.9484003,381.3119424,372.4850082,362.2771217,257.4025685,244.6232534,50.12965263,58.96259409,68.90230844,95.79263118,91.53418882,201.9044787,206.364479,54.04162011,-4.455559795,-87.00043239,-213.3542643,66.53292645,-314.2983368,343.8862962
2009-01-14,1500,1500,1000,900,-3.9,0.1,-8,0.3,15.8,3.2,51,7.1,10.45,12821,367936,15392,1035076,34409,158138,86.837,88.068,71.585,56.58,92.388,100.084,0,4576,0,1462,0.1,49,0,24,3.315460144,-30.6756955,12.21765124,-67.89375918,-99.39819344,1169.927673,1135.131255,1117.761214,1220.375098,1490.733172,326.7568665,311.568019,294.0656607,259.8577742,242.3165543,250.4896202,339.9484003,381.3119424,372.4850082,362.2771217,257.4025685,244.6232534,50.12965263,58.96259409,68.90230844,95.79263118,91.53418882,201.9044787,206.364479,54.04162011,-4.455559795,-235.9473554,70.02113427,-152.4813391,308.6650212
2009-01-15,1500,1500,1000,800,-5.7,0.9,-11.7,0,0.5,2.1,47,8.7,11.86,12821,367936,15392,1035076,34409,158138,86.837,88.068,71.585,56.58,92.388,100.084,0,4576,0,1462,0.1,49,0,24,-13.74008771,-40.91269631,21.78828594,-87.2275619,-80.70678012,1171.667494,1136.871076,1117.325086,1217.606189,1490.596367,342.0725934,326.7568665,311.568019,294.0656607,259.8577742,242.3165543,250.4896202,339.9484003,381.3119424,372.4850082,362.2771217,257.4025685,244.6232534,50.12965263,58.96259409,68.90230844,95.79263118,91.53418882,201.9044787,206.364479,54.04162011,-221.4590938,60.88662847,-130.3786271,290.1104129
2009-01-16,1500,1800,1000,900,-1.6,4.5,-8,0.3,3.3,1.6,66,4.9,7.35,12821,367936,15392,1035076,34409,158138,86.837,88.068,71.585,56.58,92.388,100.084,0,4576,0,1462,0.1,49,0,24,-10.50990289,-44.9753761,-0.168144611,-111.865181,-68.96774776,1173.407315,1138.610897,1116.888957,1214.83728,1490.459562,337.1025877,342.0725934,326.7568665,311.568019,294.0656607,259.8577742,242.3165543,250.4896202,339.9484003,381.3119424,372.4850082,362.2771217,257.4025685,244.6232534,50.12965263,58.96259409,68.90230844,95.79263118,91.53418882,201.9044787,206.364479,-170.8486721,-116.7208121,-302.9720987,278.5081855
2009-01-19,1500,1800,1000,900,2,6.7,-2.3,0,0,2.5,54,7.9,10.89,12821,367936,15392,1035076,34409,158138,86.837,88.068,71.585,56.58,92.388,100.084,0,4576,0,1462,0.1,49,0,24,-34.46544025,-42.25519667,-5.206631039,-126.691991,-24.70490587,1175.147136,1140.350718,1116.452828,1212.06837,1490.322757,359.3183042,337.1025877,342.0725934,326.7568665,311.568019,294.0656607,259.8577742,242.3165543,250.4896202,339.9484003,381.3119424,372.4850082,362.2771217,257.4025685,244.6232534,50.12965263,58.96259409,68.90230844,95.79263118,91.53418882,201.9044787,-138.0990936,-111.2461967,-285.3763794,234.3821486
2009-01-20,1600,1850,1000,1100,2.3,8.5,-2.2,0,0,1.3,49,5.6,9.45,12821,367936,15392,1035076,34409,158138,86.837,88.068,71.585,56.58,92.388,100.084,0,4576,0,1462,0.1,49,0,24,-30.33800289,-33.62472774,-8.100510529,-98.59776495,-35.89152187,1178.135511,1142.090539,1116.016699,1209.299461,1490.185952,452.2024915,359.3183042,337.1025877,342.0725934,326.7568665,311.568019,294.0656607,259.8577742,242.3165543,250.4896202,339.9484003,381.3119424,372.4850082,362.2771217,257.4025685,244.6232534,50.12965263,58.96259409,68.90230844,95.79263118,91.53418882,-123.7006277,-107.9161884,-110.7016962,45.70556962
2009-01-21,1600,1850,1050,1100,2,7.2,-1.6,0,7,1.1,61,1.1,4.35,12821,367936,15392,1035076,34409,158138,86.837,88.068,71.585,56.58,92.388,100.084,0,4576,0,1462,0.1,49,0,24,-25.84267146,-39.622991,19.85668962,-83.85915301,-50.8232788,1181.123887,1143.83036,1115.58057,1206.530552,1490.049147,444.7187847,452.2024915,359.3183042,337.1025877,342.0725934,326.7568665,311.568019,294.0656607,259.8577742,242.3165543,250.4896202,339.9484003,381.3119424,372.4850082,362.2771217,257.4025685,244.6232534,50.12965263,58.96259409,68.90230844,95.79263118,78.00413621,-135.4372596,-122.6713988,60.77413154
2009-01-22,1600,1850,1050,1100,2.8,9.9,-3.2,0,0.5,1.7,65,4.8,8.76,12821,367936,15392,1035076,34409,158138,86.837,88.068,71.585,56.58,92.388,100.084,0,4576,0,1462,0.1,49,0,24,-40.51444457,-14.47248916,14.69343517,-77.3598066,-26.23970022,1184.112262,1145.570181,1115.144441,1203.761643,1489.912342,456.4021825,444.7187847,452.2024915,359.3183042,337.1025877,342.0725934,326.7568665,311.568019,294.0656607,259.8577742,242.3165543,250.4896202,339.9484003,381.3119424,372.4850082,362.2771217,257.4025685,244.6232534,50.12965263,58.96259409,68.90230844,92.14833245,-129.8378762,-326.401836,136.327358
2009-01-23,1600,1850,1050,1200,-4.8,3.9,-9.2,0.4,4.8,4.7,51,4.9,8.83,12821,367936,15392,1035076,34409,158138,86.837,88.068,71.585,56.58,92.388,100.084,0,4576,0,1462,0.1,49,0,24,-53.23808666,-6.272595711,22.23421725,-86.27586898,-24.68426005,1187.100637,1147.310002,1114.708312,1201.724245,1489.775537,466.1374493,456.4021825,444.7187847,452.2024915,359.3183042,337.1025877,342.0725934,326.7568665,311.568019,294.0656607,259.8577742,242.3165543,250.4896202,339.9484003,381.3119424,372.4850082,362.2771217,257.4025685,244.6232534,50.12965263,58.96259409,87.58450952,-136.9425294,-315.4483763,134.9087228
2009-01-28,1600,1850,1050,1300,0,9.6,-7.5,0,0,1.3,58,9.3,13.13,12821,367936,15392,1035076,34409,158138,86.837,88.068,71.585,56.58,92.388,100.084,0,4576,0,1462,0.1,49,0,24,-70.11810191,0.820524853,17.05092046,-86.003711,6.020581356,1190.089013,1149.049823,1114.272183,1199.686848,1489.638732,480.0290892,466.1374493,456.4021825,444.7187847,452.2024915,359.3183042,337.1025877,342.0725934,326.7568665,311.568019,294.0656607,259.8577742,242.3165543,250.4896202,339.9484003,381.3119424,372.4850082,362.2771217,257.4025685,244.6232534,50.12965263,103.5723152,-131.3231037,-313.683137,104.3406864
2009-01-29,1600,1800,1050,1300,1.9,7.3,-3.3,0.7,10.5,1.1,64,1,5.53,12821,367936,15392,1035076,34409,158138,86.837,88.068,71.585,56.58,92.388,100.084,0,4576,0,1462,0.1,49,0,24,-84.76002193,4.587103142,31.05266348,-74.44007556,122.0701031,1193.077388,1150.789643,1113.836054,1197.649451,1489.501927,491.6826339,480.0290892,466.1374493,456.4021825,444.7187847,452.2024915,359.3183042,337.1025877,342.0725934,326.7568665,311.568019,294.0656607,259.8577742,242.3165543,250.4896202,339.9484003,381.3119424,372.4850082,362.2771217,257.4025685,244.6232534,118.3649348,-144.8887179,-323.2093751,88.42796965
2009-01-30,1900,1800,1050,1000,5.6,10.2,1.3,3.2,27,2.5,76,1.9,6.62,12821,367936,15392,1035076,34409,158138,86.837,88.068,71.585,56.58,92.388,100.084,0,4576,0,1462,0.1,49,0,24,-94.64003718,-9.932032855,45.58296608,-27.53535576,121.67053,1196.065763,1152.529464,1113.399925,1195.612053,1487.756061,798.5742738,491.6826339,480.0290892,466.1374493,456.4021825,444.7187847,452.2024915,359.3183042,337.1025877,342.0725934,326.7568665,311.568019,294.0656607,259.8577742,242.3165543,250.4896202,339.9484003,381.3119424,372.4850082,362.2771217,257.4025685,-76.22339808,-158.9828915,-168.0766976,90.57340891
2009-02-02,1800,1800,1050,1000,5.7,12,-0.3,0,3,1.3,72,3.4,7.66,12821,367936,15392,1035076,34409,158138,86.916,87.99,78.432,62.087,95.241,99.435,0,1852,0,399,0,8.3,0,9,-100.2343382,-16.54640695,35.63707819,-25.37281832,141.4523474,1199.054139,1154.269285,1112.963797,1193.574656,1486.010195,701.1801994,798.5742738,491.6826339,480.0290892,466.1374493,456.4021825,444.7187847,452.2024915,359.3183042,337.1025877,342.0725934,326.7568665,311.568019,294.0656607,259.8577742,242.3165543,250.4896202,339.9484003,381.3119424,372.4850082,362.2771217,-81.04982616,-148.6008748,-168.2018378,72.53745778
2009-02-03,1200,1800,1050,800,5.9,10.8,2.4,0.9,17.5,1.4,77,2.7,7.17,12821,367936,15392,1035076,34409,158138,86.916,87.99,78.432,62.087,95.241,99.435,0,1852,0,399,0,8.3,0,9,-132.8286391,-28.49411437,17.8816665,-36.21028088,123.9707638,1202.042514,1156.009106,1112.527668,1191.537259,1484.264329,130.786125,701.1801994,798.5742738,491.6826339,480.0290892,466.1374493,456.4021825,444.7187847,452.2024915,359.3183042,337.1025877,342.0725934,326.7568665,311.568019,294.0656607,259.8577742,242.3165543,250.4896202,339.9484003,381.3119424,372.4850082,-99.87625424,-130.4093342,-155.3269779,91.76490768
2009-02-04,900,1800,1050,700,5.1,12,0.3,0,2.5,1.3,72,6.3,10.75,12821,367936,15392,1035076,34409,158138,86.916,87.99,78.432,62.087,95.241,99.435,0,1852,0,399,0,8.3,0,9,-134.7562734,-39.06086942,-1.730888047,-10.57155296,122.7704299,1205.030889,1157.748927,1112.091539,1189.499861,1482.518462,-170.274616,130.786125,701.1801994,798.5742738,491.6826339,480.0290892,466.1374493,456.4021825,444.7187847,452.2024915,359.3183042,337.1025877,342.0725934,326.7568665,311.568019,294.0656607,259.8577742,242.3165543,250.4896202,339.9484003,381.3119424,-86.75030137,-310.3606507,-178.9283085,94.71110781
2009-02-05,900,1900,1100,600,4.8,10,-0.4,0,2,1.8,66,3.6,6.93,12821,367936,15392,1035076,34409,158138,86.916,87.99,78.432,62.087,95.241,99.435,0,1852,0,399,0,8.3,0,9,-99.39819344,0.56285173,7.847033595,-24.12330124,117.9510449,1208.019265,1159.488748,1111.65541,1187.462464,1480.772596,-208.6210713,-170.274616,130.786125,701.1801994,798.5742738,491.6826339,480.0290892,466.1374493,456.4021825,444.7187847,452.2024915,359.3183042,337.1025877,342.0725934,326.7568665,311.568019,294.0656607,259.8577742,242.3165543,250.4896202,339.9484003,-68.29101517,-319.5024435,-163.339163,201.276359
2009-02-06,900,1900,1100,700,3.5,10.3,-1.3,0,0,1.3,74,4.6,9.04,12821,367936,15392,1035076,34409,158138,86.916,87.99,78.432,62.087,95.241,99.435,0,1852,0,399,0,8.3,0,9,-80.70678012,88.28181097,-11.28933048,-36.05600189,89.89356465,1211.00764,1161.228569,1111.219281,1185.425067,1479.02673,-230.30086,-208.6210713,-170.274616,130.786125,701.1801994,798.5742738,491.6826339,480.0290892,466.1374493,456.4021825,444.7187847,452.2024915,359.3183042,337.1025877,342.0725934,326.7568665,311.568019,294.0656607,259.8577742,242.3165543,250.4896202,-53.02220515,-299.9299505,-149.369065,231.0797055
2009-02-09,900,1900,1100,700,4.9,9.5,1.1,0.1,4.5,2.2,56,3.6,8.75,12821,367936,15392,1035076,34409,158138,86.916,87.99,78.432,62.087,95.241,99.435,0,1852,0,399,0,8.3,0,9,-68.96774776,94.71505593,24.19335307,-31.51251207,79.12179871,1213.996015,1162.96839,1110.783152,1183.38767,1477.280864,-245.0282677,-230.30086,-208.6210713,-170.274616,130.786125,701.1801994,798.5742738,491.6826339,480.0290892,466.1374493,456.4021825,444.7187847,452.2024915,359.3183042,337.1025877,342.0725934,326.7568665,311.568019,294.0656607,259.8577742,242.3165543,44.00850963,-334.9765051,-151.8751575,243.5973377
2009-02-10,900,1900,1200,800,4.2,8.8,-0.1,0,0,2.2,66,4,7.91,12821,367936,15392,1035076,34409,158138,86.916,87.99,78.432,62.087,95.241,99.435,0,1852,0,399,0,8.3,0,9,-24.70490587,75.43401517,58.34270328,-16.39759368,58.8738423,1216.984391,1164.708211,1110.347023,1181.350272,1475.534997,-292.2794849,-245.0282677,-230.30086,-208.6210713,-170.274616,130.786125,701.1801994,798.5742738,491.6826339,480.0290892,466.1374493,456.4021825,444.7187847,452.2024915,359.3183042,337.1025877,342.0725934,326.7568665,311.568019,294.0656607,259.8577742,-52.62744226,-168.6897264,-164.9526786,265.5911603
2009-02-11,900,1900,1200,800,5.9,12.8,-0.1,0,0.4,2.1,65,5.5,9.82,12821,367936,15392,1035076,34409,158138,86.916,87.99,78.432,62.087,95.241,99.435,0,1852,0,399,0,8.3,0,9,-35.89152187,39.48630774,85.06348207,-1.52077052,51.95921922,1219.972766,1166.448032,1109.910894,1179.312875,1473.789131,-284.0812442,-292.2794849,-245.0282677,-230.30086,-208.6210713,-170.274616,130.786125,701.1801994,798.5742738,491.6826339,480.0290892,466.1374493,456.4021825,444.7187847,452.2024915,359.3183042,337.1025877,342.0725934,326.7568665,311.568019,294.0656607,-56.54910844,-194.9743763,-177.7921045,274.2516496
2009-02-12,850,2000,1250,800,7.8,14.7,-1.8,0.1,3,2.1,62,3.1,7.89,12821,367936,15392,1035076,34409,158138,86.916,87.99,78.432,62.087,95.241,99.435,0,1852,0,399,0,8.3,0,9,-50.8232788,20.24412856,103.8794989,10.64176692,74.56840566,1222.961141,1168.187852,1109.474765,1177.275478,1472.043265,-322.1378626,-284.0812442,-292.2794849,-245.0282677,-230.30086,-208.6210713,-170.274616,130.786125,701.1801994,798.5742738,491.6826339,480.0290892,466.1374493,456.4021825,444.7187847,452.2024915,359.3183042,337.1025877,342.0725934,326.7568665,311.568019,-87.00043239,-213.3542643,-187.9172446,253.3883294
2009-02-13,850,2000,1250,900,13.2,18.2,7.5,15.6,41.5,4.5,82,0.3,1.35,12821,367936,15392,1035076,34409,158138,86.916,87.99,78.432,62.087,95.241,99.435,0,1852,0,399,0,8.3,0,9,-26.23970022,3.315460144,126.9087189,14.23287579,58.12997305,1225.949517,1169.927673,1109.038636,1175.23808,1470.297399,-349.7098165,-322.1378626,-284.0812442,-292.2794849,-245.0282677,-230.30086,-208.6210713,-170.274616,130.786125,701.1801994,798.5742738,491.6826339,480.0290892,466.1374493,456.4021825,444.7187847,452.2024915,359.3183042,337.1025877,342.0725934,326.7568665,-4.455559795,-235.9473554,110.5290438,271.5726283
2009-02-16,850,2000,1250,900,-2.5,1.6,-5.6,0,1.2,3.9,32,9.4,16.11,12821,367936,15392,1035076,34409,158138,86.916,87.99,78.432,62.087,95.241,99.435,0,1852,0,399,0,8.3,0,9,-24.68426005,-13.74008771,112.8565862,7.089755839,42.02487378,1228.937892,1171.667494,1108.602508,1173.200683,1468.551532,-354.253632,-349.7098165,-322.1378626,-284.0812442,-292.2794849,-245.0282677,-230.30086,-208.6210713,-170.274616,130.786125,701.1801994,798.5742738,491.6826339,480.0290892,466.1374493,456.4021825,444.7187847,452.2024915,359.3183042,337.1025877,342.0725934,54.04162011,-221.4590938,119.709561,289.4235938
2009-02-17,850,2100,1350,900,-2.4,3,-7.9,0,6.9,2.4,39,9.9,16.67,12821,367936,15392,1035076,34409,158138,86.916,87.99,78.432,62.087,95.241,99.435,0,1852,0,399,0,8.3,0,9,6.020581356,-10.50990289,62.68229347,3.973795313,40.30072689,1231.926267,1173.407315,1108.166379,1171.163286,1466.805666,-387.9468488,-354.253632,-349.7098165,-322.1378626,-284.0812442,-292.2794849,-245.0282677,-230.30086,-208.6210713,-170.274616,130.786125,701.1801994,798.5742738,491.6826339,480.0290892,466.1374493,456.4021825,444.7187847,452.2024915,359.3183042,337.1025877,206.364479,-170.8486721,124.8629189,292.8936069
2009-02-18,850,1500,1350,900,-0.3,5.2,-5.4,0,0.1,2.1,46,7.5,12.98,12821,367936,15392,1035076,34409,158138,86.916,87.99,78.432,62.087,95.241,99.435,0,1852,0,399,0,8.3,0,9,122.0701031,-34.46544025,30.36884383,-20.28720934,49.57658,1234.914643,1175.147136,1107.73025,1169.125889,1465.0598,-506.9847458,-387.9468488,-354.253632,-349.7098165,-322.1378626,-284.0812442,-292.2794849,-245.0282677,-230.30086,-208.6210713,-170.274616,130.786125,701.1801994,798.5742738,491.6826339,480.0290892,466.1374493,456.4021825,444.7187847,452.2024915,359.3183042,201.9044787,-138.0990936,151.1613208,285.3636201
2009-02-19,850,1500,1350,800,1.1,5,-2.2,4.8,38,1.4,69,0.2,4.61,12821,367936,15392,1035076,34409,158138,86.916,87.99,78.432,62.087,95.241,99.435,0,1852,0,399,0,8.3,0,9,121.67053,-30.33800289,16.40650685,-65.84668064,69.97876299,1237.903018,1178.135511,1107.294121,1167.088491,1463.313934,-509.5735481,-506.9847458,-387.9468488,-354.253632,-349.7098165,-322.1378626,-284.0812442,-292.2794849,-245.0282677,-230.30086,-208.6210713,-170.274616,130.786125,701.1801994,798.5742738,491.6826339,480.0290892,466.1374493,456.4021825,444.7187847,452.2024915,91.53418882,-123.7006277,198.7581894,266.7073033
2009-02-20,850,1500,1350,850,0.6,4.1,-3.8,0.6,4.5,4,62,5.7,11.39,12821,367936,15392,1035076,34409,158138,86.916,87.99,78.432,62.087,95.241,99.435,0,1852,0,399,0,8.3,0,9,141.4523474,-25.84267146,12.96192204,-41.57814766,74.03659169,1240.891393,1181.123887,1109.033942,1165.051094,1461.568067,-532.3437408,-509.5735481,-506.9847458,-387.9468488,-354.253632,-349.7098165,-322.1378626,-284.0812442,-292.2794849,-245.0282677,-230.30086,-208.6210713,-170.274616,130.786125,701.1801994,798.5742738,491.6826339,480.0290892,466.1374493,456.4021825,444.7187847,95.79263118,78.00413621,-123.4729463,264.3953408
2009-02-23,1000,1500,1300,900,5.8,11.5,0.7,0.7,15,1.8,74,4.3,11.36,12821,367936,15392,1035076,34409,158138,86.916,87.99,78.432,62.087,95.241,99.435,0,1852,0,399,0,8.3,0,9,123.9707638,-40.51444457,-2.922095109,-43.17722346,64.83366907,1243.879769,1184.112262,1110.773763,1163.013697,1459.822201,-367.8505325,-532.3437408,-509.5735481,-506.9847458,-387.9468488,-354.253632,-349.7098165,-322.1378626,-284.0812442,-292.2794849,-245.0282677,-230.30086,-208.6210713,-170.274616,130.786125,701.1801994,798.5742738,491.6826339,480.0290892,466.1374493,456.4021825,68.90230844,92.14833245,-119.8364732,275.3441297
